task_id,title,section,question,table
f_16d789fbd1c9a3a586b1,List of awards and nominations for the musical Kinky Boots,Original Broadway production,In which category did Kinky Boots win Artios Award in 2013?,"[[""Year"", ""Award"", ""Category"", ""Nominee"", ""Result""], [""2013"", ""Drama League Award"", ""Distinguished Production of a Musical"", ""Distinguished Production of a Musical"", ""Won""], [""2013"", ""Drama League Award"", ""Distinguished Performance"", ""Billy Porter"", ""Nominated""], [""2013"", ""Drama League Award"", ""Distinguished Performance"", ""Stark Sands"", ""Nominated""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding New Broadway Musical"", ""Outstanding New Broadway Musical"", ""Won""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding Book of a Musical (Broadway or Off-Broadway)"", ""Harvey Fierstein"", ""Nominated""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding New Score (Broadway or Off-Broadway)"", ""Cyndi Lauper"", ""Won""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding Director of a Musical"", ""Jerry Mitchell"", ""Nominated""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding Choreographer"", ""Jerry Mitchell"", ""Nominated""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding Costume Design (Play or Musical)"", ""Gregg Barnes"", ""Nominated""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding Actor in a Musical"", ""Billy Porter"", ""Won""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding Featured Actor in a Musical"", ""Daniel Stewart Sherman"", ""Nominated""], [""2013"", ""Outer Critics Circle Award"", ""Outstanding Featured Actress in a Musical"", ""Annaleigh Ashford"", ""Nominated""], [""2013"", ""Drama Desk Award"", ""Outstanding Actor in a Musical"", ""Billy Porter"", ""Won""], [""2013"", ""Drama Desk Award"", ""Outstanding Featured Actress in a Musical"", ""Annaleigh Ashford"", ""Nominated""], [""2013"", ""Tony Award"", ""Best Musical"", ""Best Musical"", ""Won""], [""2013"", ""Tony Award"", ""Best Book of a Musical"", ""Harvey Fierstein"", ""Nominated""], [""2013"", ""Tony Award"", ""Best Original Score"", ""Cyndi Lauper"", ""Won""], [""2013"", ""Tony Award"", ""Best Actor in a Musical"", ""Billy Porter"", ""Won""], [""2013"", ""Tony Award"", ""Best Actor in a Musical"", ""Stark Sands"", ""Nominated""], [""2013"", ""Tony Award"", ""Best Featured Actress in a Musical"", ""Annaleigh Ashford"", ""Nominated""], [""2013"", ""Tony Award"", ""Best Scenic Design of a Musical"", ""David Rockwell"", ""Nominated""], [""2013"", ""Tony Award"", ""Best Costume Design of a Musical"", ""Gregg Barnes"", ""Nominated""], [""2013"", ""Tony Award"", ""Best Lighting Design of a Musical"", ""Kenneth Posner"", ""Nominated""], [""2013"", ""Tony Award"", ""Best Sound Design of a Musical"", ""John Shivers"", ""Won""], [""2013"", ""Tony Award"", ""Best Direction of a Musical"", ""Jerry Mitchell"", ""Nominated""], [""2013"", ""Tony Award"", ""Best Choreography"", ""Jerry Mitchell"", ""Won""], [""2013"", ""Tony Award"", ""Best Orchestrations"", ""Stephen Oremus"", ""Won""], [""2013"", ""Artios Award"", ""Outstanding Achievement in Casting"", ""Bernard Telsey & Justin Huff"", ""Won""], [""2013"", ""Astaire Awards"", ""Outstanding Choreographer in a Broadway Show"", ""Jerry Mitchell"", ""Nominated""], [""2013"", ""Astaire Awards"", ""Outstanding Male Dancer in a Broadway Show"", ""Billy Porter"", ""Nominated""], [""2013"", ""Astaire Awards"", ""Outstanding Male Dancer in a Broadway Show"", ""Charlie Sutton"", ""Nominated""], [""2014"", ""Grammy Award"", ""Best Musical Theater Album"", ""Best Musical Theater Album"", ""Won""]]"
f_4f00661947341893e7ca,Park Subin,Television,In what season did Park Subin appear in KBS2's Poker Face?,"[[""Year"", ""Title"", ""Network"", ""Role"", ""Note""], [""2011"", ""Koreana Jones"", ""MBC"", ""Cast"", ""8 episodes""], [""2011"", ""Poker Face Season 2"", ""KBS2"", ""Host"", ""10 episodes""], [""2012"", ""Studio C"", ""SBS MTV"", ""Host"", ""8 episodes""], [""2012"", ""Music Storage"", ""MBC"", ""Host"", ""10 episodes""], [""2013"", ""Music Talk Talk Ma Bling"", ""MBC"", ""Host"", ""117 episodes""], [""2013"", ""Find the Fake"", ""tvN"", ""Cast"", ""7 episodes""], [""2014"", ""9 to 6 Season 2"", ""MBC Every 1"", ""Cast"", ""10 episodes""]]"
f_479c0cd26490bfd4579e,Bernard Lagat,Records,What were Bernard Lagat's American records indoors in and at what times?,"[[""Season"", ""Indoor"", ""Outdoor""], [""Event"", ""Time"", ""Time""], [""1500 m"", ""3:33.34"", ""3:29.30""], [""Mile"", ""3:49.89"", ""-""], [""3000 m"", ""-"", ""7:29.00""], [""5000 m"", ""-"", ""12:53.60""]]"
f_e0df892daa7621c71ce3,Jaideep Ahlawat,Filmography,what character did Jaideep Ahlawat appear as in the film Wasseypur in 2012 ?,"[[""Year"", ""Film"", ""Role"", ""Notes""], [""2008"", ""Narmeen"", ""Guest Role"", ""Short film""], [""2010"", ""Aakrosh"", ""Pappu Tiwari"", ""-""], [""2010"", ""Khatta Meetha"", ""Sanjay Rana"", ""-""], [""2011"", ""Chittagong"", ""Anant Singh"", ""-""], [""2011"", ""Rockstar"", ""Trilok (Special appearance)"", ""-""], [""2012"", ""Gangs of Wasseypur"", ""Shahid Khan"", ""-""], [""2013"", ""Vishwaroopam"", ""Salim"", ""Tamil film""], [""2013"", ""Vishwaroopam"", ""Salim"", ""Hindi Film""], [""2013"", ""Commando: A One Man Army"", ""Amrit Kanwal (AK 74)"", ""-""], [""2013"", ""Aatma - Feel it around you"", ""Inspector Raza"", ""-""], [""2015"", ""Gabbar is Back"", ""CBI officer Kuldeep Pahwa"", ""-""], [""2015"", ""Meeruthiya Gangsters"", ""Nikhil"", ""-""], [""2017"", ""Journey of Bhangover"", ""Gaffru"", ""-""], [""2017"", ""Raees"", ""Nawab"", ""-""], [""2018"", ""Bhawani Mandi Tesan"", ""Dev Raj Sutra"", ""-""], [""2018"", ""Raazi"", ""Khalid Mir"", ""-""], [""2018"", ""Lust Stories"", ""Sudhir"", ""Anthology film""], [""2018"", ""Vishwaroopam II"", ""Salim"", ""Tamil film""], [""2018"", ""Vishwaroopam II"", ""Salim"", ""Hindi film""]]"
f_41004d3c9ab2c89dbadc,List of Miami Dolphins broadcasters,Radio announcers,What happened to the role of Color commentator in 2011?,"[[""Years"", ""Flagship station"", ""Play-by-play"", ""Color commentator"", ""Sideline reporter""], [""1966"", ""AM 610 WIOD"", ""Mel Allen"", ""Dan Bossler"", ""-""], [""1967-69"", ""AM 610 WIOD"", ""Bob Gallagher"", ""Henry Barrow"", ""-""], [""1970"", ""AM 610 WIOD"", ""Joe Croghan"", ""Larry King"", ""Henry Barrow""], [""1971"", ""AM 610 WIOD"", ""Rick Weaver"", ""Larry King"", ""Henry Barrow""], [""1972"", ""AM 610 WIOD"", ""Rick Weaver"", ""Lou Creekmur"", ""Henry Barrow""], [""1973"", ""AM 610 WIOD"", ""Rick Weaver"", ""Fred Woodson"", ""Henry Barrow""], [""1974-76"", ""AM 610 WIOD"", ""Rick Weaver"", ""Allan Minter"", ""-""], [""1977-91"", ""AM 610 WIOD"", ""Rick Weaver"", ""Hank Goldberg"", ""Henry Barrow""], [""1992-93"", ""AM 610 WIOD"", ""Rick Weaver"", ""Jim Mandich"", ""-""], [""1994-01"", ""AM 610 WIOD"", ""Bill Zimpfer"", ""Jim Mandich"", ""-""], [""2002-04"", ""AM 560 WQAM"", ""Howard David"", ""Jim Mandich"", ""-""], [""2005-06"", ""AM 790 WAXY"", ""Jimmy Cefalo"", ""Joe Rose"", ""Nat Moore""], [""2007-2009"", ""AM 560 WQAM"", ""Jimmy Cefalo"", ""Jim Mandich and Joe Rose"", ""-""], [""2010"", ""AM 940 WINZ / FM 105.9 WBGG"", ""Jimmy Cefalo or Dick Stockton (week 4)"", ""Jim Mandich and Joe Rose"", ""-""], [""2011–2015"", ""AM 940 WINZ / FM 105.9 WBGG"", ""Jimmy Cefalo"", ""Bob Griese and Joe Rose"", ""Kim Bokamper and Keith Sims""], [""2016-Present"", ""AM 560 WQAM / FM KISS 99.9 WKIS"", ""Jimmy Cefalo"", ""Jason Taylor (Preseason) Bob Griese (Regular season) and Joe Rose"", ""Kim Bokamper and Keith Sims""]]"
f_3ada1c495fc4782a6042,LIU Post Pioneers,Team,What did the LIU Post team achieve in 2007?,"[[""Association"", ""Division"", ""Sport"", ""Year"", ""Opponent"", ""Score""], [""NCAA"", ""Division II"", ""Women's Lacrosse"", ""2001"", ""West Chester"", ""13–9""], [""NCAA"", ""Division II"", ""Women's Lacrosse"", ""2007"", ""West Chester"", ""15–7""], [""NCAA"", ""Division II"", ""Women's Lacrosse"", ""2012"", ""West Chester"", ""17–16""], [""NCAA"", ""Division II"", ""Women's Lacrosse"", ""2013"", ""Limestone"", ""10–7""]]"
f_f304803d1a27cd1c3b98,Constance Ford,Filmography,In what year was Constance Ford busiest?,"[[""Year"", ""Title"", ""Role"", ""Notes""], [""1956"", ""The Last Hunt"", ""Peg"", ""-""], [""1957"", ""The Iron Sheriff"", ""Claire"", ""-""], [""1957"", ""Bailout at 43,000"", ""Mrs. Frances Nolan"", ""-""], [""1959"", ""A Summer Place"", ""Helen Jorgenson"", ""-""], [""1960"", ""Home from the Hill"", ""Opal Bixby"", ""-""], [""1961"", ""Claudelle Inglish"", ""Jessie Inglish"", ""-""], [""1962"", ""Rome Adventure"", ""Daisy Bronson"", ""-""], [""1962"", ""All Fall Down"", ""Mrs. Mandel"", ""-""], [""1962"", ""House of Women"", ""Sophie Brice"", ""-""], [""1962"", ""The Cabinet of Caligari"", ""Christine"", ""-""], [""1962"", ""Shoot Out at Big Sag"", ""Goldie Bartholomew"", ""-""], [""1963"", ""The Caretakers"", ""Nurse Bracken"", ""-""], [""1974"", ""99 and 44/100% Dead"", ""Dolly"", ""-""]]"
f_bdc285d6d4a80d844d56,Newbridge Greyhound Stadium,Current,How long are the races in the Newbridge Greyhound Stadium?,"[[""Distance (yards)"", ""Greyhound"", ""Time"", ""Date"", ""Notes""], [""325"", ""Junior Jet"", ""17.27"", ""16.06.2017"", ""-""], [""525"", ""Ballymac Anton"", ""28.18"", ""07.09.2018"", ""Texacloth Juvenile Derby semi final""], [""550"", ""Redwood Mick"", ""29.50"", ""30.05.2014"", ""-""], [""575"", ""Wilcos Mate"", ""31.12"", ""14.07.2006"", ""-""], [""600"", ""Tyrur Chris"", ""32.40"", ""11.06.2010"", ""-""], [""750"", ""Bricken Maley"", ""41.82"", ""07.06.2013"", ""-""], [""845"", ""Rough Quest"", ""47.38"", ""30.10.2009"", ""-""], [""525 hurdles"", ""Frightened Pig"", ""29.14"", ""09.07.2004"", ""-""]]"
f_1c4306eb847bf7edf6d8,Amber Dawn,Bibliography,What works did Dawn edit in 2005 and 2009?,"[[""Title"", ""Year published"", ""Notes""], [""With a Rough Tongue: Femmes Write Porn"", ""2005"", ""editor""], [""Fist of the Spider Woman: Tales of Fear and Queer Desire"", ""2009"", ""editor""], [""Sub Rosa"", ""2010"", ""-""], [""How Poetry Saved My Life"", ""2013"", ""-""], [""Where the Words End and My Body Begins"", ""2015"", ""-""], [""Sodom Road Exit"", ""2018"", ""-""]]"
f_6977d722a5b0802a5718,Anshai Lal,As Assistant Director,Who was Anshai Lal assistant director for in the years 2006 and 2007?,"[[""Year"", ""Title"", ""Director""], [""2006"", ""Pyaar Ke Side Effects"", ""Saket Chaudhary""], [""2007"", ""Chak De! India"", ""Shimit Amin""], [""2008"", ""Dostana"", ""Tarun Mansukhani""], [""2010"", ""Housefull"", ""Sajid Khan""], [""2013"", ""Himmatwala"", ""Sajid Khan""]]"
f_14bd23eb1a7485a17e3f,Marino Dusić,(untitled),"Marino Dusić along with who discovered 11706 Rijeka and 12512 Split, in what year?","[[""11706 Rijeka"", ""20 April 1998"", ""MPC""], [""12512 Split"", ""21 April 1998"", ""MPC""], [""A with Korado Korlević"", ""A with Korado Korlević"", ""A with Korado Korlević""]]"
f_d73d150a135166e09536,Adam Avil,Film Soundtrack/Score,What Films did Adam Avil direct music for in the year 2013?,"[[""Year"", ""Film Title"", ""Release Date"", ""Genre""], [""2013"", ""Sixteen"", ""12 July 2013"", ""Drama Thriller""], [""2013"", ""Ishq Actually"", ""25 October 2013"", ""Romance""], [""2016"", ""Sunshine Music Tours & Travels"", ""2 September 2016"", ""Comedy Drama""], [""2017"", ""Jango"", ""18 April 2017"", ""Thriller""]]"
f_f90e8b2af13bae3a11ff,List of Prime Ministers of Belize,Prime Ministers of Belize (1981–present),"How many times did Manuel Esquivel serve as leader of the United Democratic Party, and what were the lengths of his terms?","[[""Prime Minister"", ""Prime Minister"", ""Prime Minister"", ""Election"", ""Term of Office"", ""Term of Office"", ""Term of Office"", ""Political Party (at time of election)""], [""№"", ""Portrait"", ""Name (Birth–Death)"", ""Election"", ""Took Office"", ""Left Office"", ""Time in office"", ""Political Party (at time of election)""], [""1"", ""-"", ""George Cadle Price (1919–2011)"", ""—"", ""12 September 1981"", ""17 December 1984"", ""3 years, 96 days"", ""People's United Party""], [""2"", ""-"", ""Manuel Esquivel (1940–)"", ""1984"", ""17 December 1984"", ""7 September 1989"", ""4 years, 264 days"", ""United Democratic Party""], [""(1)"", ""-"", ""George Cadle Price (1919–2011)"", ""1989"", ""7 September 1989"", ""3 July 1993"", ""3 years, 299 days"", ""People's United Party""], [""(2)"", ""-"", ""Manuel Esquivel (1940–)"", ""1993"", ""3 July 1993"", ""28 August 1998"", ""5 years, 56 days"", ""United Democratic Party""], [""3"", ""-"", ""Said Musa (1944–)"", ""1998 2003"", ""28 August 1998"", ""8 February 2008"", ""9 years, 164 days"", ""People's United Party""], [""4"", ""-"", ""Dean Barrow (1951–)"", ""2008 2012 2015"", ""8 February 2008"", ""Incumbent"", ""10 years, 340 days (as of 14 January 2019)"", ""United Democratic Party""]]"
f_67728e02844fa40ce862,2006–07 Michigan State Spartans men's basketball team,Player statistics,"How many points did Drew Neitzel have, and how many points and rebounds did Raymar Morgan have?","[[""-"", ""-"", ""Scoring"", ""Scoring"", ""Total FGs"", ""Total FGs"", ""Total FGs"", ""3-point FGs"", ""3-point FGs"", ""3-point FGs"", ""Free-Throws"", ""Free-Throws"", ""Free-Throws"", ""Rebounds"", ""Rebounds"", ""-"", ""-"", ""-""], [""Player"", ""GP"", ""Pts"", ""Avg"", ""FG"", ""FGA"", ""Pct"", ""3FG"", ""3FA"", ""Pct"", ""FT"", ""FTA"", ""Pct"", ""Tot"", ""Avg"", ""A"", ""Stl"", ""Blk""], [""Curry, Deon"", ""9"", ""1"", ""0.1"", ""0"", ""0"", ""-"", ""0"", ""0"", ""-"", ""1"", ""2"", "".500"", ""3"", ""0.3"", ""1"", ""1"", ""0""], [""Dahlman, Isaiah"", ""26"", ""96"", ""3.7"", ""31"", ""73"", "".425"", ""6"", ""20"", "".300"", ""28"", ""37"", "".757"", ""47"", ""1.8"", ""30"", ""7"", ""4""], [""Darnton, Brandon"", ""13"", ""6"", ""0.5"", ""2"", ""3"", "".667"", ""1"", ""2"", "".500"", ""1"", ""3"", "".333"", ""0"", ""0.0"", ""2"", ""1"", ""0""], [""Ducre, DeMarcus"", ""23"", ""18"", ""0.8"", ""5"", ""16"", "".313"", ""0"", ""7"", "".000"", ""1"", ""3"", "".333"", ""18"", ""0.8"", ""7"", ""2"", ""0""], [""Gray, Marquise"", ""35"", ""238"", ""6.8"", ""96"", ""166"", "".578"", ""0"", ""0"", ""-"", ""46"", ""78"", "".590"", ""191"", ""5.5"", ""19"", ""20"", ""22""], [""Hannon, Jake"", ""19"", ""13"", ""0.7"", ""6"", ""11"", "".545"", ""0"", ""0"", ""-"", ""1"", ""4"", "".250"", ""5"", ""0.3"", ""3"", ""1"", ""0""], [""Ibok, Idong"", ""34"", ""67"", ""2.0"", ""25"", ""37"", "".676"", ""0"", ""0"", ""-"", ""17"", ""33"", "".515"", ""77"", ""2.3"", ""4"", ""5"", ""33""], [""Joseph, Maurice"", ""31"", ""183"", ""5.9"", ""58"", ""153"", "".379"", ""42"", ""116"", "".362"", ""25"", ""35"", "".714"", ""52"", ""1.7"", ""22"", ""7"", ""0""], [""Morgan, Raymar"", ""28"", ""327"", ""11.7"", ""121"", ""249"", "".486"", ""5"", ""16"", "".313"", ""80"", ""116"", "".690"", ""145"", ""5.2"", ""24"", ""19"", ""13""], [""Naymick, Drew"", ""35"", ""129"", ""3.7"", ""47"", ""98"", "".480"", ""0"", ""0"", ""-"", ""35"", ""46"", "".761"", ""136"", ""3.9"", ""18"", ""22"", ""55""], [""Neitzel, Drew"", ""35"", ""635"", ""18.1"", ""199"", ""467"", "".426"", ""114"", ""277"", "".412"", ""123"", ""140"", "".879"", ""99"", ""2.8"", ""151"", ""29"", ""9""], [""Suton, Goran"", ""35"", ""327"", ""9.3"", ""137"", ""269"", "".509"", ""0"", ""5"", "".000"", ""53"", ""82"", "".646"", ""235"", ""6.7"", ""85"", ""23"", ""26""], [""Tibaldi, Bryan"", ""15"", ""7"", ""0.5"", ""3"", ""9"", "".333"", ""1"", ""4"", "".250"", ""0"", ""2"", "".000"", ""3"", ""0.2"", ""1"", ""1"", ""0""], [""Walton, Travis"", ""35"", ""224"", ""6.4"", ""74"", ""164"", "".451"", ""13"", ""39"", "".333"", ""63"", ""81"", "".778"", ""91"", ""2.6"", ""191"", ""42"", ""0""], [""Wardius, Chris"", ""8"", ""5"", ""0.6"", ""2"", ""3"", "".667"", ""0"", ""0"", ""-"", ""1"", ""2"", "".500"", ""1"", ""0.1"", ""2"", ""0"", ""0""]]"
f_63c75911ac6faf461188,1981–82 Port Vale F.C. season,Transfers in,What were the first four signings in the 1981-82 Port Vale F.C. season?,"[[""Date from"", ""Position"", ""Nationality"", ""Name"", ""From"", ""Fee"", ""Ref.""], [""1981"", ""DF"", ""England"", ""Ray Deakin"", ""Everton"", ""Free transfer"", ""-""], [""June 1981"", ""FW"", ""England"", ""Ernie Moss"", ""Chesterfield"", ""£12,000"", ""-""], [""August 1981"", ""FW"", ""England"", ""Jimmy Greenhoff"", ""Canada Toronto Blizzard"", ""Free transfer"", ""-""], [""August 1981"", ""MF"", ""England"", ""Geoff Hunter"", ""Crewe Alexandra"", ""£15,000"", ""-""], [""October 1981"", ""FW"", ""England"", ""Mark Bright"", ""Leek Town"", ""Free transfer"", ""-""], [""November 1981"", ""MF"", ""England"", ""Colin Tartt"", ""Chesterfield"", ""£15,000"", ""-""]]"
f_73003a73b43306bc36fc,Abbaigaru,Other versions,"What was Enga Chinna Rasa remade as in 1992, 1993 and 1998, and what language was each remake in?","[[""Year"", ""Title"", ""Language"", ""Director"", ""Cast"", ""Cast"", ""Cast""], [""Year"", ""Title"", ""Language"", ""Director"", ""Step-mother"", ""Son"", ""Wife""], [""1955"", ""Ardhangi"", ""Telugu"", ""P. Pullaiah"", ""Santha Kumari"", ""Akkineni Nageswara Rao"", ""Savitri""], [""1956"", ""Pennin Perumai"", ""Tamil"", ""P. Pullaiah"", ""Santha Kumari"", ""Sivaji Ganesan"", ""Savitri""], [""1963"", ""Bahurani"", ""Hindi"", ""T. Prakash Rao"", ""Lalita Pawar"", ""Guru Dutt"", ""Mala Sinha""], [""1969"", ""Mallammana Pavaada"", ""Kannada"", ""Puttanna Kanagal"", ""Advani Lakshmi Devi"", ""Rajkumar"", ""B Sarojadevi""], [""1975"", ""Swayamsiddha"", ""Bengali"", ""Sushil Mukherjee"", ""-"", ""Ranjit Mallick"", ""Mithu Mukherjee""], [""1981"", ""Jyothi"", ""Hindi"", ""Pramod Chakravorty"", ""Shashikala"", ""Jeetendra"", ""Hema Malini""], [""1987"", ""Enga Chinna Rasa"", ""Tamil"", ""K. Bhagyaraj"", ""C. R. Saraswathy"", ""K. Bhagyaraj"", ""Radha""], [""1992"", ""Beta"", ""Hindi"", ""Indra Kumar"", ""Aruna Irani"", ""Anil Kapoor"", ""Madhuri Dixit""], [""1993"", ""Abbaigaru"", ""Telugu"", ""E. V. V. Satyanarayana"", ""Jayachitra"", ""Venkatesh"", ""Meena""], [""1993"", ""Annayya"", ""Kannada"", ""D. Rajendra Babu"", ""Aruna Irani"", ""V. Ravichandran"", ""Madhoo""], [""1998"", ""Santan"", ""Oriya"", ""-"", ""Snigdha Mohanty"", ""Siddhanta Mahapatra"", ""Rachana Banerjee""]]"
f_e7831deb65778d519107,Daisurami Bonne,Achievements,What was Daisurami Bonne record in the 2011 ALBA Games?,"[[""Year"", ""Competition"", ""Venue"", ""Position"", ""Event"", ""Notes""], [""Representing Cuba"", ""Representing Cuba"", ""Representing Cuba"", ""Representing Cuba"", ""Representing Cuba"", ""Representing Cuba""], [""2008"", ""Central American and Caribbean Championships"", ""Cali, Colombia"", ""6th (h)"", ""200 m"", ""23.90 s A (wind: +0.7 m/s)""], [""2008"", ""Central American and Caribbean Championships"", ""Cali, Colombia"", ""1st"", ""4 × 400 m relay"", ""3:27.97 min A""], [""2009"", ""ALBA Games"", ""Havana, Cuba"", ""2nd"", ""400 m"", ""53.19 s""], [""2009"", ""ALBA Games"", ""Havana, Cuba"", ""1st"", ""4 × 400 m relay"", ""3:35.04 min""], [""2009"", ""Central American and Caribbean Championships"", ""Havana, Cuba"", ""3rd"", ""400 m"", ""52.31 s""], [""2009"", ""Central American and Caribbean Championships"", ""Havana, Cuba"", ""1st"", ""4 × 400 m relay"", ""3:29.94 min""], [""2009"", ""World Championships"", ""Berlin, Germany"", ""8th"", ""4 × 400 m relay"", ""3:36.99 min""], [""2010"", ""Ibero-American Championships"", ""San Fernando, Spain"", ""1st"", ""400 m"", ""52.25 s""], [""2010"", ""Ibero-American Championships"", ""San Fernando, Spain"", ""1st"", ""4 × 400 m relay"", ""3:30.73 min""], [""2011"", ""ALBA Games"", ""Barquisimeto, Venezuela"", ""2nd"", ""400 m"", ""52.04 s""], [""2011"", ""ALBA Games"", ""Barquisimeto, Venezuela"", ""1st"", ""4 × 400 m relay"", ""3:34.91 min""], [""2011"", ""World Championships"", ""Daegu, Korea"", ""6th (h)"", ""400 m"", ""53.69 s""], [""2011"", ""World Championships"", ""Daegu, Korea"", ""4th (h)"", ""4 × 400 m relay"", ""3:26.74 min""], [""2011"", ""Pan American Games"", ""Guadalajara, Mexico"", ""2nd"", ""400 m"", ""51.69 s A""], [""2011"", ""Pan American Games"", ""Guadalajara, Mexico"", ""1st"", ""4 × 400 m relay"", ""3:28.09 min A""], [""2012"", ""Ibero-American Championships"", ""Barquisimeto, Venezuela"", ""1st"", ""400 m"", ""52.27 s""], [""2012"", ""Ibero-American Championships"", ""Barquisimeto, Venezuela"", ""2nd"", ""4 × 400 m relay"", ""3:29.13 min""], [""2012"", ""Olympic Games"", ""London, United Kingdom"", ""6th (h)"", ""4 × 400 m relay"", ""3:27.41 min""], [""2014"", ""Pan American Sports Festival"", ""Mexico City, Mexico"", ""2nd"", ""400m"", ""51.78 s A""], [""2014"", ""Central American and Caribbean Games"", ""Xalapa, Mexico"", ""2nd"", ""400m"", ""52.49 s A""], [""2014"", ""Central American and Caribbean Games"", ""Xalapa, Mexico"", ""1st"", ""4 × 400 m relay"", ""3:29.69 min A""], [""2015"", ""NACAC Championships"", ""San José, Costa Rica"", ""—"", ""400m"", ""DNF""], [""2016"", ""Olympic Games"", ""Rio de Janeiro, Brazil"", ""15th (h)"", ""4 × 400 m relay"", ""3:30.11 min""]]"
f_3a609bbc9877cff42f2c,BR ex-WD Austerity 2-10-0,Stock list,Which numbers are associated with BR?,"[[""BR No."", ""Name"", ""Former WD No."", ""Built"", ""Taken into BR stock"", ""Withdrawn""], [""90750"", ""-"", ""73774"", ""June 1945"", ""December 1948"", ""May 1962""], [""90751"", ""-"", ""73775"", ""June 1945"", ""December 1948"", ""December 1962""], [""90752"", ""-"", ""73776"", ""June 1945"", ""December 1948"", ""December 1961""], [""90753"", ""-"", ""73777"", ""June 1945"", ""December 1948"", ""July 1961""], [""90754"", ""-"", ""73778"", ""June 1945"", ""December 1948"", ""July 1961""], [""90755"", ""-"", ""73779"", ""June 1945"", ""December 1948"", ""December 1962""], [""90756"", ""-"", ""73780"", ""June 1945"", ""December 1948"", ""December 1962""], [""90757"", ""-"", ""73781"", ""June 1945"", ""December 1948"", ""December 1962""], [""90758"", ""-"", ""73782"", ""June 1945"", ""December 1948"", ""December 1962""], [""90759"", ""-"", ""73783"", ""June 1945"", ""December 1948"", ""December 1962""], [""90760"", ""-"", ""73784"", ""June 1945"", ""December 1948"", ""May 1962""], [""90761"", ""-"", ""73785"", ""July 1945"", ""December 1948"", ""November 1962""], [""90762"", ""-"", ""73786"", ""July 1945"", ""December 1948"", ""December 1962""], [""90763"", ""-"", ""73787"", ""July 1945"", ""December 1948"", ""December 1962""], [""90764"", ""-"", ""73788"", ""July 1945"", ""December 1948"", ""May 1962""], [""90765"", ""-"", ""73789"", ""July 1945"", ""December 1948"", ""December 1962""], [""90766"", ""-"", ""73790"", ""July 1945"", ""December 1948"", ""December 1962""], [""90767"", ""-"", ""73791"", ""July 1945"", ""December 1948"", ""December 1962""], [""90768"", ""-"", ""73792"", ""August 1945"", ""December 1948"", ""July 1962""], [""90769"", ""-"", ""73793"", ""August 1945"", ""December 1948"", ""December 1962""], [""90770"", ""-"", ""73794"", ""August 1945"", ""December 1948"", ""December 1962""], [""90771"", ""-"", ""73795"", ""August 1945"", ""December 1948"", ""December 1962""], [""90772"", ""-"", ""73796"", ""August 1945"", ""December 1948"", ""December 1962""], [""90773"", ""North British"", ""73797"", ""August 1945"", ""December 1948"", ""December 1962""], [""90774"", ""North British"", ""73798"", ""August 1945"", ""December 1948"", ""December 1962""]]"
f_c97b69162ea2b494025b,Medinah Country Club,Major tournaments hosted,Which kinds of championships did the Medinah Country Club host?,"[[""Year"", ""Tournament"", ""Winner"", ""Margin of victory"", ""Winner's share ($)"", ""Par"", ""Course length""], [""1949"", ""U.S. Open"", ""United States Cary Middlecoff"", ""1 stroke"", ""2,000"", ""71"", ""6,981 yd (6,383 m)""], [""1975"", ""U.S. Open"", ""United States Lou Graham"", ""2 strokes (90)"", ""40,000"", ""71"", ""7,032 yd (6,430 m)""], [""1988"", ""U.S. Senior Open"", ""South Africa Gary Player"", ""2 strokes (90)"", ""65,000"", ""72"", ""6,881 yd (6,292 m)""], [""1990"", ""U.S. Open"", ""United States Hale Irwin"", ""1 stroke (91 holes)"", ""220,000"", ""72"", ""7,195 yd (6,579 m)""], [""1999"", ""PGA Championship"", ""United States Tiger Woods"", ""1 stroke"", ""630,000"", ""72"", ""7,401 yd (6,767 m)""], [""2006"", ""PGA Championship"", ""United States Tiger Woods"", ""5 strokes"", ""1,224,000"", ""72"", ""7,561 yd (6,914 m)""], [""2012"", ""Ryder Cup United StatesEurope"", ""EuropeTeam Europe"", ""1 point (14½–13½)"", ""0"", ""72"", ""7,657 yd (7,002 m)""]]"
